member_id,cutoff_date,churned_90d,r_days_since_last_txn,r_days_since_first_txn,r_days_since_last_redemption,f_txn_lifetime,f_txn_90d,f_txn_180d,f_txn_365d,f_active_months_12m,f_avg_days_between_txn,m_spend_lifetime,m_spend_90d,m_spend_365d,m_avg_basket,m_max_basket,t_txn_trend_90_vs_prior,t_spend_trend_90_vs_prior,rd_points_earned,rd_points_redeemed,rd_points_balance,rd_redemption_rate,rd_has_ever_redeemed,c_distinct_channels,c_distinct_brands,c_pct_app,c_pct_online,c_pct_in_store,tier,tier_rank,country,home_brand,p_age,p_tenure_days,dq_join_date_unusable,dq_profile_conflicted,dq_sign_error_txns,dq_points_imputed_txns,dq_amount_recovered_txns
M23230,2026-04-01,0,49,49,49,1,1,1,1,1,,117.52,117.52,117.52,117.52,117.52,2.0,118.52,206.0,200.0,6.0,0.9709,1,1,1,0.0,0.0,1.0,Bronze,1,US,PulseEats,33,49,0,0,0,0,0
M23307,2026-04-01,0,122,122,,1,0,1,1,1,,52.09,,52.09,52.09,52.09,0.5,0.019,120.0,0.0,120.0,0.0,0,1,1,1.0,0.0,0.0,Silver,2,IN,PulseEats,27,144,0,0,0,0,0
M23314,2026-04-01,0,10,225,,3,1,2,3,3,112.5,197.12,35.96,197.12,65.71,114.7,1.0,0.319,394.0,0.0,394.0,0.0,0,3,1,0.333,0.333,0.333,Silver,2,IN,PulseHome,20,247,0,0,0,0,0
M23341,2026-04-01,0,26,26,,1,1,1,1,1,,48.51,48.51,48.51,48.51,48.51,2.0,49.51,112.0,0.0,112.0,0.0,0,1,1,0.0,0.0,1.0,Bronze,1,SG,PulseMart,20,78,0,0,0,0,0
M23444,2026-04-01,0,167,1104,,4,0,1,2,2,368.0,372.41,,74.13,93.1,261.24,0.5,0.023,679.0,0.0,679.0,0.0,0,2,2,0.0,0.5,0.5,Bronze,1,IN,PulseHome,33,1534,0,0,0,0,0
M23464,2026-04-01,0,8,314,11,5,3,4,5,4,78.5,192.02,98.33,192.02,38.4,54.65,2.0,2.481,427.0,152.0,275.0,0.356,1,3,2,0.4,0.4,0.2,Silver,2,GB,PulseMart,61,322,0,0,0,0,0
M23488,2026-04-01,0,169,363,289,3,0,1,3,3,181.5,138.9,,138.9,46.3,62.99,0.5,0.034,278.0,100.0,178.0,0.3597,1,2,1,0.333,0.0,0.667,Bronze,1,SG,PulseHome,44,551,0,0,0,0,0
M23501,2026-04-01,0,69,263,263,5,1,3,5,4,65.8,303.67,15.69,303.67,60.73,128.41,0.667,0.096,698.0,147.0,551.0,0.2106,1,3,1,0.2,0.4,0.4,Gold,3,SG,PulseMart,58,272,0,0,0,0,0
M23511,2026-04-01,0,36,1262,1194,7,2,2,2,1,210.3,398.13,112.38,112.38,56.88,108.88,3.0,113.38,916.0,50.0,866.0,0.0546,1,3,1,0.571,0.286,0.143,Gold,3,US,PulseMart,32,1313,0,0,0,0,0
M23597,2026-04-01,0,181,953,,3,0,0,1,1,476.5,164.99,,90.24,55.0,90.24,1.0,1.0,288.0,0.0,288.0,0.0,0,3,1,0.333,0.333,0.333,Gold,3,GB,PulseEats,57,1036,0,0,0,0,0
M23628,2026-04-01,0,295,1476,295,4,0,0,1,1,492.0,212.69,,42.06,53.17,73.5,1.0,1.0,425.0,84.0,341.0,0.1976,1,2,1,0.25,0.0,0.75,Bronze,1,IN,PulseHome,45,1739,0,0,0,0,0
M23643,2026-04-01,0,234,288,,2,0,0,2,2,288.0,127.35,,127.35,63.68,80.94,1.0,1.0,223.0,0.0,223.0,0.0,0,2,1,0.5,0.0,0.5,Silver,2,US,PulseEats,47,489,0,0,0,0,0
M23680,2026-04-01,0,105,945,,6,0,1,1,1,189.0,510.09,,70.49,85.02,181.12,0.5,0.014,1021.0,0.0,1021.0,0.0,0,2,1,0.5,0.0,0.5,Silver,2,IN,PulseHome,26,1069,0,0,0,0,0
M23699,2026-04-01,0,8,8,,1,1,1,1,1,,66.17,66.17,66.17,66.17,66.17,2.0,67.17,152.0,0.0,152.0,0.0,0,1,1,1.0,0.0,0.0,Silver,2,GB,PulseMart,47,13,0,0,0,0,0
M23722,2026-04-01,0,28,162,162,3,1,3,3,3,81.0,243.69,27.94,243.69,81.23,180.07,0.667,0.134,525.0,150.0,375.0,0.2857,1,2,2,0.667,0.0,0.333,Bronze,1,US,PulseEats,35,218,0,0,0,0,0
M23919,2026-04-01,0,155,1759,1240,9,0,1,1,1,219.9,609.47,,30.65,67.72,156.8,0.5,0.032,1402.0,200.0,1202.0,0.1427,1,3,1,0.222,0.222,0.556,Silver,2,US,PulseMart,24,1760,0,0,0,0,0
M23935,2026-04-01,0,4,77,75,7,7,7,7,3,12.8,387.67,387.67,387.67,55.38,188.5,8.0,388.67,871.0,122.0,749.0,0.1401,1,3,2,0.286,0.143,0.571,Bronze,1,US,PulseMart,34,83,0,0,0,0,0
M23948,2026-04-01,0,111,917,394,7,0,1,2,2,152.8,561.77,,195.77,80.25,157.61,0.5,0.026,1292.0,111.0,1181.0,0.0859,1,3,1,0.286,0.429,0.286,Bronze,1,AE,PulseMart,24,1116,0,0,0,0,0
M23955,2026-04-01,0,9,9,,1,1,1,1,1,,91.61,91.61,91.61,91.61,91.61,2.0,92.61,211.0,0.0,211.0,0.0,0,1,1,1.0,0.0,0.0,Gold,3,IN,PulseMart,20,158,0,0,0,0,0
M23960,2026-04-01,0,101,519,,5,0,1,2,2,129.8,336.21,,147.03,67.24,109.79,0.5,0.026,588.0,0.0,588.0,0.0,0,3,1,0.6,0.2,0.2,Gold,3,IN,PulseEats,36,624,0,0,0,0,0
M24087,2026-04-01,0,286,948,,3,0,0,1,1,474.0,117.85,,19.8,39.28,69.32,1.0,1.0,224.0,0.0,224.0,0.0,0,1,2,0.0,1.0,0.0,Gold,3,IN,PulseEats,48,1062,0,0,0,0,0
M24322,2026-04-01,0,79,235,,2,1,1,2,2,235.0,325.48,94.5,325.48,162.74,230.98,2.0,95.5,651.0,0.0,651.0,0.0,0,1,1,1.0,0.0,0.0,Gold,3,IN,PulseHome,47,353,0,0,0,0,0
M24359,2026-04-01,0,9,1632,351,8,1,1,3,3,233.1,615.8,44.46,231.96,76.97,173.14,2.0,45.46,1209.0,250.0,959.0,0.2068,1,3,2,0.5,0.125,0.375,Platinum,4,US,PulseHome,29,1726,0,0,0,0,0
M24364,2026-04-01,0,164,747,,3,0,1,1,1,373.5,204.29,,37.39,68.1,144.62,0.5,0.026,409.0,0.0,409.0,0.0,0,2,1,0.333,0.667,0.0,Platinum,4,US,PulseHome,28,1147,0,0,0,0,0
M24407,2026-04-01,0,1,1,1,1,1,1,1,1,,65.08,65.08,65.08,65.08,65.08,2.0,66.08,114.0,114.0,0.0,1.0,1,1,1,0.0,1.0,0.0,Gold,3,SG,PulseEats,30,99,0,0,0,0,0
M24493,2026-04-01,0,41,550,158,5,1,2,2,2,137.5,409.11,247.47,283.4,81.82,247.47,1.0,6.728,818.0,72.0,746.0,0.088,1,3,1,0.6,0.2,0.2,Silver,2,IN,PulseHome,34,644,0,0,0,0,0
M24551,2026-04-01,0,267,1527,267,6,0,0,1,1,305.4,451.5,,133.03,75.25,133.03,1.0,1.0,919.0,343.0,576.0,0.3732,1,3,2,0.5,0.333,0.167,Bronze,1,US,PulseHome,40,1542,0,0,0,0,0
M24579,2026-04-01,0,250,1225,,3,0,0,1,1,612.5,292.28,,89.71,97.43,106.95,1.0,1.0,584.0,0.0,584.0,0.0,0,2,1,0.667,0.333,0.0,Silver,2,US,PulseHome,48,1401,0,0,0,0,0
M24684,2026-04-01,0,15,153,132,6,1,6,6,3,30.6,331.01,43.11,331.01,55.17,86.31,0.333,0.153,761.0,249.0,512.0,0.3272,1,3,1,0.333,0.5,0.167,Gold,3,IN,PulseMart,38,181,0,0,0,0,0
M24710,2026-04-01,0,203,1018,458,7,0,0,1,1,169.7,339.36,,92.32,48.48,92.32,1.0,1.0,780.0,137.0,643.0,0.1756,1,3,1,0.143,0.571,0.286,Bronze,1,IN,PulseMart,33,1132,0,0,0,0,0
M24798,2026-04-01,0,4,473,,5,1,2,4,3,118.3,237.56,33.7,167.83,47.51,69.73,1.0,0.622,546.0,0.0,546.0,0.0,0,3,1,0.2,0.2,0.6,Silver,2,AE,PulseMart,52,573,0,0,0,0,0
M24819,2026-04-01,0,72,74,72,2,2,2,2,1,74.0,105.74,105.74,105.74,52.87,58.88,3.0,106.74,243.0,135.0,108.0,0.5556,1,2,1,0.0,0.5,0.5,Gold,3,AE,PulseMart,37,91,0,0,0,0,0
M24823,2026-04-01,0,108,510,,4,0,1,2,2,170.0,320.93,,128.78,80.23,148.73,0.5,0.014,617.0,0.0,617.0,0.0,0,3,2,0.25,0.5,0.25,Silver,2,US,PulseMart,55,604,0,0,0,0,0
M24836,2026-04-01,0,45,248,,4,3,3,4,2,82.7,224.12,164.1,224.12,56.03,72.56,4.0,165.1,411.0,0.0,411.0,0.0,0,3,2,0.5,0.25,0.25,Platinum,4,IN,PulseEats,61,320,0,0,0,0,0
M24875,2026-04-01,0,45,644,,6,1,2,2,2,128.8,410.46,20.83,165.17,68.41,144.34,1.0,0.15,833.0,0.0,833.0,0.0,0,3,2,0.5,0.167,0.333,Silver,2,IN,PulseHome,21,648,0,0,0,0,0
M24878,2026-04-01,0,267,1727,,5,0,0,2,2,431.8,346.19,,66.94,69.24,159.99,1.0,1.0,778.0,0.0,778.0,0.0,0,2,2,0.8,0.2,0.0,Bronze,1,SG,PulseMart,31,1874,0,0,0,0,0
M24885,2026-04-01,0,116,119,,2,0,2,2,1,119.0,151.48,,151.48,75.74,91.66,0.333,0.007,303.0,0.0,303.0,0.0,0,2,1,0.5,0.0,0.5,Bronze,1,IN,PulseHome,58,298,0,0,0,0,0
M24956,2026-04-01,0,86,186,,3,1,2,3,3,93.0,225.41,55.01,225.41,75.14,94.08,1.0,0.589,451.0,0.0,451.0,0.0,0,2,3,0.333,0.667,0.0,Silver,2,IN,PulseMart,38,242,0,0,1,0,0
M24970,2026-04-01,0,114,225,,4,0,3,4,3,75.0,231.69,,231.69,57.92,101.93,0.25,0.005,464.0,0.0,464.0,0.0,0,3,1,0.25,0.5,0.25,Gold,3,IN,PulseHome,61,232,0,0,0,1,0
M25036,2026-04-01,0,185,1113,185,6,0,0,2,2,222.6,525.58,,235.71,87.6,140.45,1.0,1.0,1132.0,300.0,832.0,0.265,1,3,2,0.167,0.333,0.5,Bronze,1,IN,PulseMart,33,1295,0,0,0,0,0
M25102,2026-04-01,0,11,426,,5,1,1,4,3,106.5,430.47,34.44,312.17,86.09,156.98,2.0,35.44,762.0,0.0,762.0,0.0,0,3,2,0.2,0.4,0.4,Bronze,1,GB,PulseEats,24,,1,0,0,0,0
M25106,2026-04-01,0,261,537,261,3,0,0,1,1,268.5,190.67,,33.31,63.56,88.86,1.0,1.0,382.0,167.0,215.0,0.4372,1,2,1,0.333,0.0,0.667,Silver,2,IN,PulseHome,27,640,0,0,0,0,0
M25164,2026-04-01,0,44,147,122,6,4,6,6,3,29.4,406.7,342.11,406.7,67.78,135.74,1.667,5.231,923.0,38.0,885.0,0.0412,1,3,2,0.333,0.333,0.333,Gold,3,IN,PulseMart,49,231,0,0,0,0,0
M25175,2026-04-01,0,35,121,67,3,2,3,3,3,60.5,208.05,127.78,208.05,69.35,80.27,1.5,1.585,416.0,121.0,295.0,0.2909,1,2,1,0.333,0.667,0.0,Bronze,1,IN,PulseHome,31,328,0,0,0,0,0
M25192,2026-04-01,0,2,47,,2,2,2,2,2,47.0,165.09,165.09,165.09,82.55,87.59,3.0,166.09,330.0,0.0,330.0,0.0,0,2,1,0.5,0.5,0.0,Bronze,1,US,PulseHome,43,88,0,0,0,0,0
M25261,2026-04-01,0,154,1055,154,7,0,2,3,1,175.8,433.77,,218.29,61.97,113.06,0.333,0.007,804.0,173.0,631.0,0.2152,1,3,2,0.143,0.571,0.286,Bronze,1,US,PulseEats,22,1147,0,0,0,0,0
M25305,2026-04-01,0,9,102,82,3,2,3,3,3,51.0,194.35,148.02,194.35,64.78,111.26,1.5,3.149,422.0,150.0,272.0,0.3555,1,1,2,0.0,1.0,0.0,Gold,3,US,PulseMart,42,118,0,0,0,0,0
M25401,2026-04-01,0,8,218,37,4,2,3,4,4,72.7,424.54,132.75,424.54,106.14,160.78,1.5,1.013,850.0,57.0,793.0,0.0671,1,2,1,0.75,0.0,0.25,Silver,2,IN,PulseHome,26,292,0,0,0,0,0
M25403,2026-04-01,0,17,1677,,5,1,1,2,2,419.3,444.31,134.61,181.55,88.86,159.0,2.0,135.61,856.0,0.0,856.0,0.0,0,3,2,0.2,0.4,0.4,Silver,2,US,PulseHome,49,1903,0,0,0,0,0
M25415,2026-04-01,0,318,405,,2,0,0,1,1,405.0,82.44,,41.08,41.22,41.36,1.0,1.0,144.0,0.0,144.0,0.0,0,2,1,0.5,0.5,0.0,Silver,2,US,PulseEats,30,635,0,0,0,0,0
M25439,2026-04-01,0,77,290,,6,2,4,6,4,58.0,439.51,86.87,439.51,73.25,126.01,1.0,0.545,1011.0,0.0,1011.0,0.0,0,2,1,0.5,0.0,0.5,Bronze,1,US,PulseMart,48,337,0,0,0,0,0
M25512,2026-04-01,0,27,66,,2,2,2,2,2,66.0,90.74,90.74,90.74,45.37,49.19,3.0,91.74,209.0,0.0,209.0,0.0,0,1,1,0.0,0.0,1.0,Bronze,1,IN,PulseMart,57,161,0,0,0,0,0
M25595,2026-04-01,0,32,451,288,4,1,2,3,3,150.3,265.67,66.0,222.41,66.42,117.73,1.0,0.564,531.0,77.0,454.0,0.145,1,3,1,0.25,0.25,0.5,Bronze,1,AE,PulseHome,49,572,0,0,0,0,0
M25612,2026-04-01,0,163,326,324,4,0,1,4,3,108.7,417.59,,417.59,104.4,278.28,0.5,0.013,836.0,50.0,786.0,0.0598,1,3,1,0.25,0.5,0.25,Bronze,1,AE,PulseHome,31,520,0,0,0,0,0
M25616,2026-04-01,0,339,353,,2,0,0,2,1,353.0,92.82,,92.82,46.41,57.96,1.0,1.0,162.0,0.0,162.0,0.0,0,2,1,0.0,0.5,0.5,Bronze,1,IN,PulseEats,36,454,0,0,0,0,0
M25645,2026-04-01,0,30,554,310,3,1,1,2,2,277.0,122.34,38.31,74.93,40.78,47.41,2.0,39.31,223.0,73.0,150.0,0.3274,1,2,2,0.667,0.0,0.333,Silver,2,IN,PulseEats,55,743,0,0,0,0,0
M25650,2026-04-01,0,258,269,,2,0,0,2,1,269.0,98.64,,98.64,49.32,53.8,1.0,1.0,202.0,0.0,202.0,0.0,0,2,2,0.0,0.5,0.5,Platinum,4,IN,PulseMart,20,372,0,0,0,0,0
M25662,2026-04-01,0,114,128,,2,0,2,2,2,128.0,247.5,,247.5,123.75,179.59,0.333,0.004,450.0,0.0,450.0,0.0,0,2,2,0.0,0.5,0.5,Gold,3,IN,PulseHome,40,173,0,0,0,0,0
M25697,2026-04-01,0,5,134,75,5,3,5,5,3,33.5,334.28,150.14,334.28,66.86,152.0,1.333,0.816,629.0,68.0,561.0,0.1081,1,2,2,0.4,0.0,0.6,Platinum,4,SG,PulseEats,36,138,0,0,1,0,0
M25734,2026-04-01,0,80,1235,750,9,1,1,2,2,154.4,451.75,20.32,69.08,50.19,111.55,2.0,21.32,904.0,57.0,847.0,0.0631,1,3,1,0.222,0.222,0.556,Gold,3,US,PulseHome,28,1336,0,0,0,0,0
M25816,2026-04-01,0,36,101,,3,2,3,3,2,50.5,164.67,112.13,164.67,54.89,61.51,1.5,2.113,345.0,0.0,345.0,0.0,0,2,2,0.333,0.0,0.667,Silver,2,US,PulseHome,35,121,0,0,0,0,0
M25824,2026-04-01,0,8,8,,1,1,1,1,1,,82.51,82.51,82.51,82.51,82.51,2.0,83.51,144.0,0.0,144.0,0.0,0,1,1,0.0,0.0,1.0,Silver,2,GB,PulseEats,25,56,0,0,0,0,0
M25907,2026-04-01,0,136,605,,2,0,1,1,1,605.0,80.0,,26.75,40.0,53.25,0.5,0.036,184.0,0.0,184.0,0.0,0,2,1,0.5,0.5,0.0,Bronze,1,AE,PulseMart,43,669,0,0,0,0,0
M25977,2026-04-01,0,8,8,,1,1,1,1,1,,35.91,35.91,35.91,35.91,35.91,2.0,36.91,63.0,0.0,63.0,0.0,0,1,1,0.0,0.0,1.0,Silver,2,US,PulseEats,33,22,0,0,0,0,0
M25979,2026-04-01,0,126,328,232,4,0,1,4,3,109.3,424.34,,424.34,106.09,256.94,0.5,0.004,849.0,80.0,769.0,0.0942,1,2,1,0.75,0.0,0.25,Bronze,1,SG,PulseHome,43,1250,0,0,0,0,0
M25988,2026-04-01,0,244,938,589,3,0,0,1,1,469.0,269.64,,36.25,89.88,148.56,1.0,1.0,620.0,150.0,470.0,0.2419,1,2,1,0.333,0.667,0.0,Bronze,1,IN,PulseMart,45,992,0,0,0,0,0
M26007,2026-04-01,0,15,647,,2,1,1,1,1,647.0,179.87,143.92,143.92,89.94,143.92,2.0,144.92,360.0,0.0,360.0,0.0,0,2,1,0.0,0.5,0.5,Gold,3,IN,PulseHome,26,925,0,0,0,0,0
M26196,2026-04-01,0,54,638,282,5,1,1,3,3,159.5,256.81,51.39,179.84,51.36,76.97,2.0,52.39,590.0,248.0,342.0,0.4203,1,3,1,0.2,0.2,0.6,Silver,2,SG,PulseMart,34,692,0,0,0,0,0
M26230,2026-04-01,0,362,398,,2,0,0,1,1,398.0,244.75,,132.74,122.38,132.74,1.0,1.0,428.0,0.0,428.0,0.0,0,2,1,0.5,0.0,0.5,Silver,2,IN,PulseEats,29,479,0,0,0,0,0
M26254,2026-04-01,0,78,567,,4,1,1,2,2,189.0,289.76,16.82,70.2,72.44,173.04,2.0,17.82,518.0,0.0,518.0,0.0,0,3,2,0.25,0.5,0.25,Bronze,1,IN,PulseEats,34,579,0,0,0,0,0
M26359,2026-04-01,0,295,951,295,3,0,0,1,1,475.5,130.87,,45.3,43.62,56.96,1.0,1.0,262.0,91.0,171.0,0.3473,1,3,1,0.333,0.333,0.333,Silver,2,GB,PulseHome,21,1118,0,0,0,0,0
M26365,2026-04-01,0,292,455,392,5,0,0,1,1,113.8,200.5,,33.61,40.1,84.75,1.0,1.0,363.0,148.0,215.0,0.4077,1,2,2,0.8,0.0,0.2,Gold,3,IN,PulseEats,38,861,0,1,0,0,0
M26421,2026-04-01,0,47,165,,6,2,6,6,3,33.0,443.98,129.85,443.98,74.0,152.17,0.6,0.415,1022.0,0.0,1022.0,0.0,0,3,1,0.167,0.667,0.167,Silver,2,IN,PulseMart,57,169,0,0,0,0,0
M26444,2026-04-01,0,178,683,537,3,0,1,1,1,341.5,294.8,,142.7,98.27,142.7,0.5,0.007,517.0,123.0,394.0,0.2379,1,2,1,0.667,0.333,0.0,Silver,2,IN,PulseEats,21,761,0,0,0,0,0
M26453,2026-04-01,0,20,449,,3,2,2,2,2,224.5,150.15,107.79,107.79,50.05,61.11,3.0,108.79,345.0,0.0,345.0,0.0,0,3,1,0.333,0.333,0.333,Gold,3,IN,PulseMart,43,518,0,0,0,0,0
M26467,2026-04-01,0,30,740,,5,1,2,3,3,185.0,333.4,40.1,188.77,66.68,82.84,1.0,0.539,658.0,0.0,658.0,0.0,0,3,2,0.4,0.4,0.2,Bronze,1,IN,PulseHome,44,895,0,0,0,1,0
M26512,2026-04-01,0,299,1584,,6,0,0,2,1,316.8,428.51,,173.88,71.42,93.67,1.0,1.0,857.0,0.0,857.0,0.0,0,2,1,0.667,0.333,0.0,Bronze,1,IN,PulseHome,35,1599,0,0,0,0,0
M26550,2026-04-01,0,267,538,385,6,0,0,1,1,107.6,318.07,,39.84,53.01,79.47,1.0,1.0,733.0,251.0,482.0,0.3424,1,2,1,0.0,0.5,0.5,Silver,2,IN,PulseMart,44,577,0,0,0,0,0
M26616,2026-04-01,0,130,1071,700,6,0,1,2,2,214.2,313.86,,134.7,52.31,84.53,0.5,0.012,572.0,46.0,526.0,0.0804,1,3,2,0.167,0.5,0.333,Bronze,1,US,PulseEats,29,1194,0,0,0,0,0
M26646,2026-04-01,0,13,149,,3,1,3,3,2,74.5,264.78,88.65,264.78,88.26,122.17,0.667,0.506,529.0,0.0,529.0,0.0,0,2,1,0.333,0.0,0.667,Bronze,1,SG,PulseHome,53,396,0,0,0,0,0
M26664,2026-04-01,0,279,1806,1684,3,0,0,1,1,903.0,222.49,,43.52,74.16,151.71,1.0,1.0,389.0,48.0,341.0,0.1234,1,2,1,0.333,0.667,0.0,Silver,2,AE,PulseEats,40,1840,0,0,0,0,0
M26750,2026-04-01,0,44,262,146,6,2,5,6,5,52.4,251.21,62.3,251.21,41.87,81.89,0.75,0.36,466.0,168.0,298.0,0.3605,1,3,2,0.333,0.167,0.5,Silver,2,US,PulseEats,53,271,0,0,0,0,0
M26921,2026-04-01,0,336,644,424,4,0,0,1,1,214.7,452.69,,38.13,113.17,297.0,1.0,1.0,1041.0,150.0,891.0,0.1441,1,3,1,0.25,0.5,0.25,Silver,2,US,PulseMart,56,647,0,0,0,0,0
M26930,2026-04-01,0,66,66,,1,1,1,1,1,,22.99,22.99,22.99,22.99,22.99,2.0,23.99,40.0,0.0,40.0,0.0,0,1,1,0.0,0.0,1.0,Silver,2,AE,PulseEats,50,119,0,0,0,0,0
M26945,2026-04-01,0,33,168,47,4,3,4,4,3,56.0,467.51,403.42,467.51,116.88,233.95,2.0,6.213,1016.0,208.0,808.0,0.2047,1,2,2,0.0,0.5,0.5,Bronze,1,GB,PulseMart,38,170,0,0,0,0,0
M27002,2026-04-01,0,18,134,,2,1,2,2,2,134.0,53.65,23.74,53.65,26.83,29.91,1.0,0.8,107.0,0.0,107.0,0.0,0,1,1,1.0,0.0,0.0,Silver,2,IN,PulseHome,57,161,0,0,0,0,0
M27104,2026-04-01,0,6,11,,2,2,2,2,1,11.0,117.36,117.36,117.36,58.68,59.83,3.0,118.36,206.0,0.0,206.0,0.0,0,1,1,0.0,0.0,1.0,Silver,2,SG,PulseEats,36,18,0,0,0,0,0
M27115,2026-04-01,0,96,727,727,5,0,2,3,3,181.8,204.41,,137.57,40.88,73.98,0.333,0.009,410.0,50.0,360.0,0.122,1,3,1,0.2,0.4,0.4,Silver,2,IN,PulseHome,21,877,0,0,0,0,0
M27132,2026-04-01,0,170,1360,,6,0,1,2,2,272.0,375.74,,162.27,62.62,125.61,0.5,0.008,799.0,0.0,799.0,0.0,0,3,3,0.167,0.333,0.5,Silver,2,US,PulseMart,38,1563,0,0,0,0,0
M27195,2026-04-01,0,14,411,,4,2,2,2,2,137.0,255.09,91.76,91.76,63.77,94.18,3.0,92.76,510.0,0.0,510.0,0.0,0,2,1,0.5,0.5,0.0,Bronze,1,SG,PulseHome,24,424,0,0,0,0,0
M27205,2026-04-01,0,15,117,,4,3,4,4,4,39.0,229.13,168.18,229.13,57.28,65.22,2.0,2.731,494.0,0.0,494.0,0.0,0,3,2,0.5,0.25,0.25,Bronze,1,SG,PulseMart,60,146,0,0,0,0,0
M27386,2026-04-01,0,41,174,41,6,2,6,6,4,34.8,295.7,161.94,295.7,49.28,105.07,0.6,1.209,602.0,150.0,452.0,0.2492,1,2,2,0.333,0.0,0.667,Gold,3,IN,PulseHome,40,178,0,0,0,0,0
M27447,2026-04-01,0,24,187,,4,3,3,4,3,62.3,409.51,364.1,409.51,102.38,172.97,4.0,365.1,942.0,0.0,942.0,0.0,0,3,1,0.25,0.25,0.5,Bronze,1,US,PulseMart,38,299,0,0,0,0,0
M27469,2026-04-01,0,24,1196,1196,8,1,2,4,4,170.9,441.89,24.81,234.63,55.24,123.35,1.0,0.24,1017.0,50.0,967.0,0.0492,1,3,1,0.125,0.25,0.625,Bronze,1,IN,PulseMart,21,1299,0,0,0,0,0
M27472,2026-04-01,0,116,313,202,3,0,1,3,3,156.5,142.46,,142.46,47.49,58.83,0.5,0.018,288.0,156.0,132.0,0.5417,1,3,3,0.333,0.333,0.333,Silver,2,IN,PulseEats,49,357,0,0,0,0,0
M27635,2026-04-01,0,162,844,,3,0,1,1,1,422.0,135.12,,14.27,45.04,86.43,0.5,0.065,271.0,0.0,271.0,0.0,0,2,1,0.0,0.667,0.333,Silver,2,IN,PulseHome,29,1289,0,0,0,0,0
M27795,2026-04-01,0,66,66,,1,1,1,1,1,,47.14,47.14,47.14,47.14,47.14,2.0,48.14,108.0,0.0,108.0,0.0,0,1,1,1.0,0.0,0.0,Silver,2,IN,PulseMart,48,356,0,0,0,0,0
M27810,2026-04-01,0,28,480,,4,1,1,2,2,160.0,236.65,37.54,88.76,59.16,110.87,2.0,38.54,544.0,0.0,544.0,0.0,0,3,1,0.5,0.25,0.25,Silver,2,US,PulseMart,30,496,0,0,0,0,0
M27866,2026-04-01,0,103,990,373,4,0,2,2,2,330.0,240.99,,165.0,60.25,85.83,0.333,0.006,422.0,49.0,373.0,0.1161,1,2,1,0.25,0.75,0.0,Silver,2,US,PulseEats,57,1100,0,0,0,0,0
M27886,2026-04-01,0,24,508,220,4,1,1,2,2,169.3,267.23,78.18,164.0,66.81,85.82,2.0,79.18,467.0,121.0,346.0,0.2591,1,2,1,0.75,0.25,0.0,Bronze,1,IN,PulseEats,38,577,0,0,0,0,0
M27952,2026-04-01,0,202,1320,,6,0,0,1,1,264.0,383.8,,80.52,63.97,97.78,1.0,1.0,768.0,0.0,768.0,0.0,0,2,1,0.0,0.167,0.833,Silver,2,AE,PulseHome,48,1756,0,0,0,0,0
M27967,2026-04-01,0,22,301,,3,2,2,3,3,150.5,161.23,66.45,161.23,53.74,94.78,3.0,67.45,371.0,0.0,371.0,0.0,0,3,1,0.333,0.333,0.333,Silver,2,AE,PulseMart,26,,1,0,0,0,0
M27969,2026-04-01,0,97,97,,1,0,1,1,1,,70.77,,70.77,70.77,70.77,0.5,0.014,124.0,0.0,124.0,0.0,0,1,1,1.0,0.0,0.0,Gold,3,SG,PulseEats,56,101,0,0,0,0,0
M28002,2026-04-01,0,62,481,62,8,1,2,6,6,68.7,401.82,71.6,323.23,50.23,95.82,1.0,1.398,899.0,180.0,719.0,0.2002,1,3,2,0.25,0.5,0.25,Gold,3,IN,PulseMart,56,490,0,0,0,0,0
M28012,2026-04-01,0,148,539,148,7,0,1,4,4,89.8,428.89,,167.15,61.27,130.76,0.5,0.019,943.0,100.0,843.0,0.106,1,3,3,0.286,0.571,0.143,Gold,3,IN,PulseMart,26,590,0,0,0,0,0
M28030,2026-04-01,0,113,794,,4,0,1,2,2,264.7,239.05,,105.36,59.76,85.5,0.5,0.019,431.0,0.0,431.0,0.0,0,2,2,0.25,0.0,0.75,Gold,3,IN,PulseEats,26,1649,0,0,0,1,0
M28052,2026-04-01,0,20,707,20,6,2,2,3,3,141.4,277.44,91.98,187.83,46.24,95.85,3.0,92.98,555.0,89.0,466.0,0.1604,1,2,1,0.0,0.5,0.5,Gold,3,US,PulseHome,33,1034,0,0,0,0,0
M28162,2026-04-01,0,202,366,,2,0,0,1,1,366.0,80.64,,48.81,40.32,48.81,1.0,1.0,162.0,0.0,162.0,0.0,0,2,1,0.5,0.0,0.5,Platinum,4,IN,PulseHome,37,420,0,0,0,0,0
M28214,2026-04-01,0,14,752,,2,1,1,1,1,752.0,146.01,129.21,129.21,73.01,129.21,2.0,130.21,255.0,0.0,255.0,0.0,0,1,1,1.0,0.0,0.0,Silver,2,IN,PulseEats,20,1098,0,0,0,0,0
M28218,2026-04-01,0,88,210,,2,1,1,2,2,210.0,51.44,13.51,51.44,25.72,37.93,2.0,14.51,103.0,0.0,103.0,0.0,0,1,1,0.0,0.0,1.0,Silver,2,US,PulseHome,36,252,0,0,0,0,0
M28235,2026-04-01,0,229,565,229,5,0,0,1,1,141.3,255.0,,105.29,51.0,105.29,1.0,1.0,483.0,184.0,299.0,0.381,1,3,2,0.6,0.2,0.2,Bronze,1,IN,PulseEats,39,596,0,0,0,0,0
